,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review
0,Works Applications,,3.0,Good for your first career,Software Engineer,Singapore,You can learn lots of technical things from her. It is good to choose this company as a first career.,"As they are developing ERP software package, there are huge things to support in your application. So it is very difficult to manage the application. They don't provide a lot of paid leave for a few years because the system depends on Japanese law."
0,Works Applications,,2.0,"Good engineers, poor management",Software Engineer,Singapore,High starting pay for fresh graduates Flexible working hours,No increment for promotion Random evaluation and job termination
0,Works Applications,,4.0,Good colleague but not good management,Software Engineer,Singapore,"- Friendly colleague, everyone works closely like close friends. - Very easy approachable managers/vps. - Totally control your product and features","- Evaluation is not good, keep changing every year for evaluation criteria. - Top management is not good."
0,Works Applications,,3.0,Good for fresher if you don't have any offer from a Giant Tech,Software Engineer,Singapore,1. Multinational Company 2. Opportunity to work on some challenging products. 3. Friendly Colleagues,"1. No domain expert while designing business application. 2. Most of the time cannot meet the deadline with the customer. 3. Sudden and Rapid change of management decision in terms of team, products, and policies"
0,Works Applications,,3.0,Good for first job,Software Engineer,Singapore,"The salary looks promising for the first job. All people here in Singapore are very young, so you may have a good chance.",The company does not have much freedom for programmers to choose what they want to do.
0,Works Applications,,1.0,My career was ruined by pathetic managers,Software Engineer,Singapore,No pros. They used to hire freshers.,Pathetic management. No mentorship. Every does whatever they want to mess up the codebase. There is no learning.
0,Works Applications,,2.0,"Ok to start, not for career growth",Software Developer,Singapore,Flexible work time and nice friendly atmosphere,Management is inexperienced. No proper planning. Not enough opportunities to grow your career. Promotion/salary increment hardly happens even though you work very hard. And the list goes on....
0,Works Applications,,5.0,Nice company for junior engineer,Software Engineer,Singapore,High salary for junior and can acquire the programming skills,"Salary doesn’t increase a lot. After 2-3 years working, most of employees resigned."
0,Works Applications,,3.0,Mismanaged Enterprise with great Potential,Software Engineer,Singapore,Good Work Life Balance Good Job Security Cutting Edge Technologies,Development Standards not followed. Late Appraisals Management not good
0,Works Applications,,4.0,Comfortable workplace,Software Engineer,Singapore,You can decide what you do to some extent. We basically can WFH. Flextime. Can get Childleave easily,"Using legacy technologies (such as Spring Framework Java, Oracle) in some departments."
0,Works Applications,,3.0,Good for a beginner,Senior Software Engineer,Singapore,- Get to explore a lot of new technology. - You get to work with really talented developers.,- Tech stack keeps changing. - No experienced developers to provide guidance.
0,Works Applications,,4.0,Good Company for Freshers,Software Engineer,Singapore,Friendly working environment and great colleagues . Lot of opportunities to learn.,Management pretty much messed up. Communication gap between overseas offices.
0,Works Applications,,4.0,Good company,Software Engineer,Singapore,Good work culture. Flexible timing. Friendly co-worker,"Evaluation policy is not good. It all depend on your image, how your manager consider you."
0,Works Applications,,3.0,Good Company to work for as an entry level,Junior Software Developer,Singapore,Good managers Lots of perks Working time flexible Work from home,Some teams do not have enough work Sometimes have to sit for late hours
0,Works Applications,,5.0,Senior Software Engineer,Senior Software Development Engineer,Singapore,Very Good learning experience . Very Good company culture,Difficult to communicate with the product owner
0,Works Applications,,3.0,Super long working hours,Software Engineer,Singapore,No need to spent time on transportation after working from home,"Managers expect you to work when needed, e.g. at 3 am or through the weekend"
0,Works Applications,,4.0,Product / Engineering,Product/Engineering,Singapore,Good work culture and diverse backgrounds,Communication gap between senior management and employees
0,Works Applications,,4.0,Overall OK,Software Engineer,Singapore,"The reimbursement is good, compared with others.",Communication can be a problem as many managers from Japan office do not speak very well English.
0,Works Applications,,1.0,Worst Experience. Skip this company during placements,Software Engineer,Singapore,None. Just ignore this company.,They revoked the job offer to students from IITs and came to recruit during covid when situation was unreliable. Either they shouldn't have visited IIT for placements or could have relocated to some other place instead of revoking offer during tough times. Also their business is sinking
0,Works Applications,,3.0,I am very glad that I had a chance to join here,Researcher and Software Developer,"Jurong West New Town,",This is mostly friendly here,Very difficult to cope with the manager
0,Works Applications,,5.0,Great work life balance. Nice and Helpful colleagues,QA Manager,Singapore,Very good work life balance,Management positions should have more experienced members
0,Works Applications,,4.0,Nice experience for fresh graduate & flex working hours,Softwaere Engineer,Singapore,good learning experience for entry level programmers,The salary is lower than the internet companies
0,Works Applications,,1.0,Very Hectic Job,Senior Engineer,Singapore,Pays well. They don't fire you that easily.,"Not employer friendly, hectic hours, no benefits what so ever."
0,Works Applications,,3.0,A good start for fresh grads,Software Engineer,Singapore,Can try out a list of new things,Organizations and plans are always changing
0,Works Applications,,4.0,good bad or not good bad,Engineer,Singapore,good good yes good good,no cons as far as i know
0,Works Applications,,2.0,Trainee Software Engineer,Trainee Software Engineer,Singapore,1. flexible time 2. good location 3. food arround not bad,1. group communications 2. management is not really good
0,Works Applications,,4.0,Working experience,Software Engineer,Singapore,The working hours are flexible.,Sometimes the planning is not good.
0,Works Applications,,3.0,Good for fresh graduates,Software Engineer,Singapore,High starting salary Good learning opportunities,Company has poor directions Projects not managed well
0,Works Applications,,4.0,Good pay for fresh grad,Software Engineer,Singapore,"Good pay, manageable work load",Very long training and bootcamp
0,Works Applications,,3.0,Work Life balance,Senior Software Engineer,Singapore,Good salary for freshly graduate,Management is not that great.
0,Works Applications,,1.0,One of my worst companies,Software Engineer,Singapore,"Not at all. Company provides visa sponsorship for foreigners , so some people are staying there",Work is totally waste. Recommended only for people who dont have mental capability
0,Works Applications,,1.0,Software engg,Software Engineer,Singapore,LOL. None . No pros,Company only dreams to be best but it is nothing. You will waste your time here
0,Works Applications,,1.0,Stay away,Software Engineer,Singapore,can not think of anything,Salary is paid in JPY even you're working in other countries. Salary varies per month based on the currency conversion rate
0,Works Applications,,1.0,Worst company,Software Development Engineer (SDE),Singapore,"Nothing pros in this company, its worst","Worst, don't join. would give you offer and then revoke it after 6 months"
0,Aurecon,,5.0,Good place to work,Engineer,Singapore,"Easy going colleagues, comfortable places","Fast pace environment, very cold office"
0,Aurecon,,3.0,Ok,Structural Engineer,Singapore,"Good working environment, colleagues were easy to work with.","High turnover rate, projects management in mess due to multiple handovers."
0,Aurecon,,5.0,Working experience,Civil Engineer,Singapore,"Location, well organised. Plenty of softwares for engineers to use",A large corporation. Sometimes it can be bureaucratic
0,Aurecon,,3.0,BIM Modeler,CAD/BIM Modeler,Singapore,"Good environment and good benefits, like the hot decking system","Working time too long , project very rush"
0,Aurecon,,3.0,Ok company,Engineer,Singapore,Salary is within market range,Some managers are not given enough resources
0,Aurecon,,4.0,Good Company,Bim Specialist,Singapore,Can access all software you need,Project allotted time not properly set. Sometimes you have to work till morning just to submit some projects
0,Aurecon,,4.0,Not a bad place to start at for junior engineerrs,Engineer,Singapore,Great culture. Good starting place for junior engineers.,Like any other roles in the built environment sector. The workload is high.
0,Aurecon,,2.0,Disappointing as an Engineering Firm,Senior Mechanical Engineer,Singapore,"Lively, vibrant community made up of a bulk of young staff. People are generally friendly and there are events to bring people together. Great flexibility in terms of working hours and high degree of autonomy when it comes to managing work. Strong in marketing.","Terrible place for engineers aspiring to walk down the technical path. Guidance for technical growth and manpower resourcing is neglected by the management with sheer focus only on marketing. Overall technically weak. All engineers are overloaded and overworked, which management fails to address. Basic engineering tools and the bread and butter of engineering documents are in disarray. Local working culture significantly different from global aspiration. Technically competent engineers keep leaving."
0,Aurecon,,2.0,Salary,Engineer,Singapore,Flexible work arrangements for all levels of staff,Lack of manpower leads to long working hours
0,Aurecon,,1.0,Had been better,Project Engineer,Singapore,Colleagues are generally helpful and friendly. Technical experts usually willing to help - but must provide project codes.,Lack of career opportunities. Lack track record to bid for bigger projects especially in Asia. Management are disconnected from reality. High staff turnover - hard to grow business.
0,Aurecon,,4.0,"Full of opportunities, well designed systems as an internal company",Senior Structural Engineer,Singapore,"Large scale project and challenging work involved People are friendly and patient Good bonding globally, good culture of sharing knowledge among offices Well designed training and self-learning system, which give a lot of potential for employees to develop their own skills (but with considering the working hours and workload, it is usually not feasible to make good use of it)","Limited resources (both engineering and drafting) Lack of large scale project experience locally in Singapore, all need to develop from 0 Management level talking too much about ""project winning"", ""target meeting"" topics Senior engineers don't have time to guide young engineers due to limited time and workload Up side down company structures (a lot of TDs with limited junior and senior engineers."
0,Aurecon,,4.0,Great company culture. Higher management too focused on project finance.,Mechanical Engineer,Singapore,- Great company culture - office hours are relatively flexible and there is little to no micromanaging from line managers. - Most people are extremely helpful and willing to teach. - Office environment and bright and organised. - Company is into digitalisation and most processes are quite efficient.,"- Every staff is overworked and overstretched. - Performance evaluated based on utilisation rates and encouraged to clock actual time spent. However, the reality is that PM often closes the project code for clocking and will tell staff to ""control"". Honestly not very sure what they want the staff to control when they are the ones responsible for project finance. - Salary is not very competitive."
0,Aurecon,,3.0,Principal Structural Engineer,Principal Structural Engineer,Singapore,More career growth and training opportunity,Lack of technical personnel and time for inter-discipline interface
0,Aurecon,,2.0,Working environment,Lead Civil Designer,Singapore,Good array of software to use in your work.,High staff turn over due to biz model.
0,Aurecon,,4.0,Overall experience.,Engineer,Singapore,Work life balance. Reasonable package. Good benefits.,"little manpower redundancy, too much work."
0,Aurecon,,1.0,Don’t bother to get it.,Engineer,Singapore,Nothing great and do not try to apply,Plenty of pitfalls and politics
0,Cameron,,5.0,Good organisation,Senior Engineer,Singapore,Well structured and good progression,"Too specialised, very niche market"
0,Cameron,,4.0,culture changed.,Senior Engineer,Singapore,a lot of people with experience.,no work life balance for this kind of industry
0,Cameron,,1.0,Nik,Senior Engineer,Singapore,Established systematic way for every process,Annoying justification for promotion since bought over by slb
0,Cameron,,3.0,job review,Project Engineer,Singapore,average market rate with basic medical coverage,Poor work life balance and limited career development opportunity
0,Cameron,,1.0,Terrible,Manufacturing Engineer,Singapore,Keep want all the task run concurrently if you consider this is the pros,"Long working hours even weekend also need to work without pay, no increment for many year, effort not being appreciated"
0,Cameron,,4.0,Challening Job,Engineer I,Singapore,Full support are given to drive R&D testing. Conducive working environment that to promote knowledge sharing and cooperative between various cross fucntional teams. Its a very good learning environment. Good benefits.,Salary package is not as competitive as compared to its competitor. Few opportunities to go oversea for training. Very far from town area.
0,Cameron,,3.0,Manufacturing engineer,Manufacturing Engineer I,Singapore,1. Huge oil & gas company 2. Lot of benefits 3. Free bus service 4. Internal job posting,"1. Increments, promotions are not best 2. Work load is too heavy for low pay 3. Career growth is slow"
0,Cameron,,4.0,Engineer Senior,ETCL Senior Engineer,Singapore,"good company , smart people , pay on par with Oil industry",can be hugely affected with oil price downturn . People might loose jobs as the market slows down
0,Cameron,,3.0,Manage to gain a lot of experience including CAM software and troubleshooting skills.,Manufacturing Engineer I,Singapore,Company practices Lean Manufacturing six sigma. Company is very concern about safety and welfare of employees.,Pay increment is slow. Certain operators are irresponsible.
0,Cameron,,4.0,Good Place to learn,Manufacturing Engineer,Singapore,Good place to learn and grow. Big organisation. Good structure system in place.,Salary not as attractive to rival. More ommunication needed between management and employees
0,Cameron,,5.0,Good company with good benefits to work for,Mechanical Engineer,Singapore,Excellent Training and Development for employees,Long working hours may be required
0,Cameron,,3.0,Work-life balance,Tendering Engineer,Singapore,Work hour is very flexible,Work hour is a little bit long
0,Cameron,,1.0,No increment,Engineer,Singapore,Stagnant pay Pay does not grow,No increment but expectations grow
0,Twilio,,4.0,Amazing work culture,Engineer,Singapore,WFH Benefits MOBILE ALLOWANCE Wellness allowance Medical insurance RSU,Sales work is challenging No yearly bonus Low hike Frequent layoff
0,Hyundai Motor,,3.0,Difficult to handle multiple projects with unready structures,Devops Engineer,Singapore,Free Lunch Colleagues are nice,Have to redesign a lot of basic database and platforms
0,Schindler,,4.0,Ok,Engineer,Singapore,"Chief engineer good, Azmi good",Some people not good enough
0,Schindler,,2.0,Field Engineer,Engineer,Singapore,Great field colleagues who are willing to teach you.,Not so much learning on mid-level management. Inept leadership from toxic HR. Company name is going downhill in the industry. Wayang too much. Low pay for the amount of work.
0,Schindler,,3.0,Good company. Key people creating a toxic environment.,Engineer,Singapore,Good new MD. Ok benefits.,"Toxic People in key appointments. Low salary. Even people in Facilities Management changing lightbulbs earn more then an average technician in Schindler, even with all the risks and skills needed (fall at height, moving parts, troubleshooting). HR is toxic. Locals are pushed aside in promotions in technical teams. Existing Installation Top Management is the inept."
0,Schindler,,3.0,"Too much work, not much guidance.",Sr Project Engineer,Singapore,Good salary and people are generally nice.,"I was tasked to handle many backlog projects which were impossible to salvage. Clients were angry at us, and I was often scolded by them. As Schindler is a huge MNC, the organisational structure and hierarchy are rather cumbersome, it is hard to get things done. Simple things like getting a shop drawing may take a few months to clear from HQ. Thereafter, it may take another few months for the Drawing Office (DO) to prepare and draw. Due to all these company's protocols/processes, projects tend to be delayed but you are still answerable for it. Lastly, there is no such thing as work life balance here. They are understaffed and therefore, many menial administrative paperwork will be done by yourself."
0,Schindler,,4.0,Not the best for pay but good working place,Technical Manager,Singapore,Great learning place in tough environment,Salary package not so great
0,Schindler,,3.0,Average,Tester,Singapore,Can learn alot of things,"Salary too little,on the job location too far"
0,Schindler,,4.0,Elevator - Project management,Senior Project Engineer,Singapore,"Good working culture , training and facilities",work pressure and poor work Lift balance.
0,Schindler,,4.0,MoD,Project Engineer,Singapore,"Good culture, benefits and other trainings",Very bab management..push people under bus
0,Schindler,,4.0,Working in Schindler,Senior Engineer,Singapore,"Friendly people, a good working environment among inter departments",Work life balance not as good
0,Schindler,,3.0,A huge gap in aligning people and strategy,Senior Project Engineer,Singapore,Leadership team with a growth mindset,Process flow and strategy alignment
0,Chevron,,5.0,Company with good fundamentals,Reliability Engineer,Singapore,Good benefits and culture here,Fast paced in this company
0,Chevron,,5.0,Chevron,Senior Software Engineer,Singapore,"Work life balance, very good","Hard to get promotion, very hard"
0,Chevron,,5.0,Materials and Welding Engineer,Quality Manager,Singapore,Excellent team spirit; High emphasis on HSE; Autonomy,Right sizing when the project is completed
0,Chevron,,3.0,Transformation,Lead Engineer,Singapore,"Multinational company and pay competitive,","Job uncertainty, more on business oriented not much on employee welfare."
0,Samsung Electronics,,5.0,Great,Software Engineer,Singapore,Excellent environment Good team Work life balance,Takes time to adjust Nothing else
0,Samsung Electronics,,2.0,Highly Stress with micro-management,Solution Architect,Singapore,"Fast Pace, well-known MNC. No much of pros as it's a high-stress environment.","- Hire and fire. - 0 work-life balance. - Extreme micro management, required employees to tap in and out even for external meeting to track your whereabout. - Don't even think about joining it will grant you chances to travel to Korea."
0,Samsung Electronics,,5.0,Epic,Software Engineer,"Bedok New Town,",Good new phones for staffs,no cons actually pretty goood yea
0,Samsung Electronics,,5.0,Engineer SME,Samsung Engineering,Singapore,Get more experience at Singapore,Get new life at Singapore
0,Samsung Electronics,,4.0,Engineer,Engineer,Singapore,Good welfare and good bosses who look out for you,"Long hours which may drag till late at night, work is tough"
0,Samsung Electronics,,1.0,Worst company if you are not korean,Civil Engineer,Singapore,"Nothing at all if non-korean, escape ASAP.","1, racial discrimination. All the chances and resources are korean-first, no matter they are doing the same or less or worse. 2, no work life balance at all, even for their own korean emplpyees. Yet they will enjoy free transport, meals and flat, while foreign employees get nothing. 3, no respect for employees. Always forcing you to work on holiday without OT or compensation. 4.no spirit of contract. Always taking advantage of you and demanding you to do extra works. 5.Poor organization and management in regional area. Lacking internal agreement before making decision."
0,Samsung Electronics,,5.0,Job Nature,Senior Civil-Structural Engineer,Singapore,Very Good Place for experienced Engineer's,I don't have any difficulties in Job Nature
0,Samsung Electronics,,4.0,Mechanical engineer,Mechanical Engineer,Singapore,A good management to work with and friendly work nature,The total hours of work is high.
0,Samsung Electronics,,3.0,Benefit,Software Engineer,"Pasir Panjang,",Staff sales Benefits for health .medical leave.dental.,Depends on the department you entered
0,Samsung Electronics,,3.0,Good pay but hectic,Senior Quantity Surveyor,Singapore,Good pay according to qualifications and performance,Long working hours and hectic schedule
0,Samsung Electronics,,3.0,s,Mechanical Engineer,Singapore,Opportunities to work at Several places in the world,"high pressure, overwork, too much stress"
0,Samsung Electronics,,5.0,Job Nature,Senior Structural Engineer,Singapore,Very Good Place for Engineers,No comments about this firm
0,Samsung Electronics,,4.0,Work culture,Project Engineer,Singapore,Offers plenty of opportunities to grow,High expectations Poor work life balance
0,Samsung Electronics,,5.0,good place,Senior Software Engineer,Singapore,good environment to work in,no comments for this now
0,Collabera,,5.0,Full Stack Developer,Full Stack Developer,Singapore,- Good work life balance,- No progression in this company
0,Qualcomm Technologies,,5.0,Great place to work at,Senior Engineer,Singapore,Amazing management and work culture,None that I can see
0,Qualcomm Technologies,,4.0,Characterization tests on products,Product and Test Engineer,Singapore,Work timing is mostly on time on target. Collegues are friendly from all level.,Some days may need to work overtime to achieve milestone.
0,Qualcomm Technologies,,4.0,Good place to work,Staff Engineer,Singapore,"Flexible work timings, good benefits package","Shorter timeline projects, meetings at odd hours"
0,DuPont,,4.0,Recommended,Engineer,Singapore,"Work life balance, good employee benefit",Career opportunity is limited and hard to be promoted
0,DuPont,,4.0,Good safety pause..,Engineer,Singapore,Safety is important. One would be trained well in this aspect.,Making a decision takes a long time.
0,Gammon Construction,,5.0,Graduate Engineer,Graduate Engineer,Singapore,"Friendly, Forgiving and Caring people",Not that I know of Lol.
0,Gammon Construction,,3.0,Big company,Graduate Engineer,"Jurong West New Town,","Work life balance, management is not bad.","Low annual increment, rushing tasks come somtimes."
0,Gammon Construction,,4.0,Opportunity,Engineer,Singapore,Friendly colleague and some bosses are really nice,Work can be somewhat repetitive
0,Gammon Construction,,3.0,Project management,Engineer,Singapore,No retrenchment even during Covid,Slow promotion Poor management Long working hours Work day and night No work life balance Toxic working environment
0,Gammon Construction,,2.0,Are you good,Graduate Engineer,"Jurong East New Town,",Good working environment and good colleague,Limited for work to work to work
0,Gammon Construction,,1.0,"negative culture, one year i dealt with it",Engineer,Singapore,easy hiring process: that shows why I had issues,"superb Attitude, Bad Environment, I am not even interested to write about it anymore."
0,Gammon Construction,,3.0,turn over rate increased these days,Graduate Engineer,"Tuas,",They have basic employee benefit sets,"Long working hour, rigid organisation structure"
0,Gammon Construction,,4.0,Great to start off career as graduate,Graduate Engineer,"Jurong East New Town,",Full system to assist you in the job. Joining the Jardine network will give you a bigger perspective and networking opportunities.,Gammon Singapore might not be as all rounded compared to HK.
0,Gammon Construction,,2.0,normal company,Site Engineer,Singapore,"average salary, got 13 month and bonus",working hours as a site engineer is high
0,Gammon Construction,,4.0,Good company,Engineer,Singapore,Good salary for all staff,Red tape for all staff
0,Temasek Polytechnic,,2.0,"Good place to retire, only consider if you like teaching.",Engineer,Singapore,"Work - Life Balance, Vibrant environment, Job Security, Good colleagues who are willing to help, Decent pay package.","Bureaucracy, Not performance but seniority-driven, Performance evaluation is a joke, Staff training is something just done in paper, have to fear senior management, everything takes atleast 3 months. Staff are prepped before any outside audits (People Developer, ISO). Don't consider it unless a) you like teaching, b) you're above 50 and is scared of getting laid off or c) you are not good at what you do, so the next logical career option is to teach."
0,Nones,,5.0,Great,Database Administrator,"Bedok New Town,","Friendly people, always helpful and nice",People are too nice it's crazy
0,Xiaomi,,5.0,Great company,Planning Engineer,Singapore,Not bad for junior worker,Nothing really bad to comment
0,Xiaomi,,3.0,"big company, chinese management style, do not carry International culture",Engineer,Singapore,"Got to work with one of the big firm in China, experience Chinese company culture and management","The management is Chinese style, if you are not aware of Chinese company culture you may research about it. Staff is expected to OT at anytime, many rules or benefits are not followed as in your contract."
0,Xiaomi,,1.0,terrible management,Software Engineer,Singapore,It's a famous Chinese company,Terrible management; Toxic environment; Team not stable
0,Anacle Systems,,5.0,Good benefits and chance to explore technology,Senior Software Engineer,Singapore,"Good flexibility, good benefits, nice office.","Tight timelines, very big team spread across a whole floor."
0,Anacle Systems,,3.0,Good and bad,Engineer,Singapore,good working environment and helpful colleague to get job done,No see project bonuses given out from any of the completed successful deployments or addressed by the PIC
0,Anacle Systems,,4.0,Overall a good work experience to learn,Software Engineer,Singapore,Most of the time colleagues are very friendly and helpful whenever we need help. Seniors encourages and give opportunities to learn.,Work long hours from time to time and no bonus. Team Workload management can be quite messy
0,Anacle Systems,,5.0,Fast paced environment - Rewards well for your hard work - Definitely not a place for,Senior Engineer,Singapore,"Basic pay is competitive Increment/Reward is definitely above the market rate if the management sees your hard work and contribution Bosses are highly approachable Flexible work schedule Constantly investing a lot to improve the employees welfare Nice colleagues and fun environment, never felt internal politics","Won't call it as cons, workload might be high and after office hours work might involve(depending on the role). However, this hard work is appreciated when the appraisal comes."
0,Anacle Systems,,3.0,-,Associate Software Engineer,Singapore,"Colleagues are nice and approachable, Free coffee and drink in the pantry.","Depending on Projects, might have to work on weekends or overnight."
0,Anacle Systems,,4.0,Review,Software Engineer,Singapore,"Generally flexible management, close knit teams. Flat company hierarchy.",Some interdepartmental/management rivalry that easily trickles down.
0,Anacle Systems,,3.0,good but can be better,Software Engineer,Singapore,Friendly working environment and good for learning,"team not structured well, one person can handle multiple roles"
0,Anacle Systems,,1.0,Join at your own risk,Software Engineer,Singapore,Cannot think of any. Good workplace office maybe.,Low salary. No bonus. Extremely high turnover.
0,Anacle Systems,,3.0,Okay,Software Engineer,Singapore,Lots of opportunities to learn,Not much support from seniors/mentors
0,Anacle Systems,,4.0,nice job overall,Software Engineer,Singapore,flexible working hours and good colleague,"for me the task division not really clear, sometimes need to do task out of my job scope"
0,Anacle Systems,,4.0,Flexible working time,Software Engineer,Singapore,flexible working time and no hierarchy,senior levels don't want to take new thing to move up
0,Anacle Systems,,4.0,Good place for fresh grad,Software Engineer,Singapore,1. nice and friendly collegues 2. cozy office envrionment 3. regular training,1. inhouse tool and system which has a steep learning curve 2. feel disconnected to the team as there are few bonding activities within the company/team
0,Anacle Systems,,4.0,Good company for the accountable,Software Engineer,Singapore,"The work is not so difficult, and a bit challenging, if you understand your craft and know what you can (and cannot) offer. Flexible working hours (given an appropriate amount of communication). Support and opportunities for improvement can be offered, but more likely for those accountable and yearning for that.","Most projects involve external clients, so you may have to know and share the pain of the project/account managers. If you want a job of only clock-in/clock-out and waiting for ""what to do"" from other people, this may not work for you."
0,Anacle Systems,,1.0,Funny Company,Software Engineer,Singapore,"Free soft drink, good laptop with gaming graphic card, nice office in starwar building (sandcrawler building)","No AWS, No Bonus, No project management and handover at all, only ppl has good relationship with management can get promoted, those ppl hard working but don't know how to PAI MA PI will remain the same level forever with same pay"
0,Anacle Systems,,4.0,Software Engineer,Software Engineer,Singapore,Good to learn knowledge about ERP and software related to finance management.,need to improve project management throughout Hierarchy from PM to junior engineers.
0,Anacle Systems,,3.0,Software Engineer at Anacle,Software Engineer,"Sengkang New Town,",Great opportunity for fresh grad Open concept office Thin hierarchy,"Overloaded workload, Frequent OT, Too many foreigners, No bonus / AWS, High turnover rate"
0,Anacle Systems,,2.0,Software Engineer,Software Engineer,Singapore,Flexible working hours and hard working colleague,"The job scope is not seperated properly, does not have test script to test the software being developed"
0,Anacle Systems,,3.0,software job at Anacle Systems,Software Engineer,Singapore,"small company, can see overall systems",one man with many responsibilities and loads
0,Anacle Systems,,4.0,"Relatively small, but comfortable",Software Engineer,"Jurong East New Town,","Easy to cooperate with other people in company, working environment is comfortable","Company is small, doesn't have much chance"
0,Anacle Systems,,2.0,not good for personal development,Software Engineer,Singapore,"free drink, compensation for grab fee","old technology, no improvement, no growing"
0,Anacle Systems,,3.0,Software Engineer,Software Engineer,Singapore,People are generally nice and helpful,"Overworked, low pay. Not much opportunity."
0,Anacle Systems,,3.0,so so,Software Engineer,Singapore,easy for fresh to start,now high working efficiency; somebody just slept beside you
0,Anacle Systems,,1.0,Software Engineer,Software Engineer,Singapore,Colleagues are nice. Working environment is nice.,"No bonus, no appreciation, bosses don't even know what you are doing but the salary raise will based on how they judge you."
0,gumi,,4.0,a very good start to learning game operations,Client Engineer,Singapore,- you learn how to maintain code for game operations. - you learn how to add features in a modular way. ( to maintain global and jp version toggability ),- many operational tasks are manual due to requirements and systems already in place
0,gumi,,3.0,Great working environment,Junior QA Tester,Singapore,"Friendly team, decent benefits. People are nice. Decent room of opportunities to grow.","Quarterly goal setting for appraisals can be stressful. Turnover rate is quite higher, may have to take on a subsidiary role without raise or change in job title"
0,gumi,,3.0,Working in Gumi,Game Engineer,Singapore,"- Casual environment, helpful colleagues - Good working environment, have personal space and desk",- Minimal benefits compared to other companies - High turnover
0,gumi,,4.0,Every year gets better,Software Developer,Singapore,People are friendly HR is better compared to other game companies Pantry has a lot of variety Have things to learn Good Benefits,Approval process can be a pain sometimes
0,Other,,5.0,Great company,Software Architect,Singapore,"All awesome , nice culture and work environment",Nothing to complain about for now. It's been rewarding.
0,Other,,5.0,"Great Team, Product and Mission",Senior Software Engineer,Singapore,"Worked there for years, often regretted leaving the company. Thank you, everybody, wishing the team all the best! - You get to work on a real product, the best of its class, with real users sending you massive gratitude emails. - The vision is clear, helping millions of patients, whatever happens... - It is intense, you need to polish everything so that it scales, frontend, backend, you are not alone, and people count on you in the team... which can generate lots of pressure sometimes.","- Well... It is intense, you need to polish everything so that it scales, frontend, backend, you are not alone, and people count on you in the team... which can generate lots of pressure sometimes."
0,Other,,3.0,It's ok,Engineer,Singapore,It's really not too bad. Can't complain.,"It's also not good though, so you can definitely do better elsewhere."
0,Fugro,,4.0,MNC,Engineer,Singapore,Working in a MNC with exposure opportunities,Project managers that delegates his job to the engineers
0,Fugro,,3.0,Top Heavy,Surveyor,Singapore,Relaxed work conditions. Hospital and medical coverage.,Too many top management. Too much overhead and what are these top management really contributing?
0,Fugro,,3.0,Workshop,Workshop Engineer,Singapore,Hybrid offshore office mix jobs,Low pay low pay low pay no progression
0,Fugro,,3.0,No retirement benefits,Surveyor,"Bukit Merah Estate,",I have been working so long in Fugro and ask for retirement .There are no retirement benefits given. What wasteful life spans working in Fugro .Only Top management benefit from this. sucks,bad experience working for the company dedicated whole life
0,Fugro,,4.0,Working in Fugro,Technical Manager,"Tampines New Town,",Good place to work. Space to grow.,"Due to turndown on O&G, not looking good."
0,Fugro,,4.0,Good Pay,Software Engineer,Singapore,Travel offshore a lot and good pay,Company undergoing bought over for competitor company
0,Fugro,,4.0,Average Company,Senior Project Engineer,Singapore,"Work life balance, good employment benefits",Limited career progression and average salary
0,Fugro,,1.0,Not a great place to work as MNCs,Senior Engineer,Singapore,"sound high technologies , use many different sensor.","Division usually managed as group of company, no standard within the sub division sharing. Lack of management drive."
0,Marsh McLennan,,4.0,A great place to work in,Office Technology Manager,Singapore,-Geared towards excellence -Technology is great too,"Not that much really. if you dont like it, just get out of the company."
0,Marsh McLennan,,3.0,Insurance broker IT,Database Administrator (Database Administrator),"Changi Village,",good working condition and colleague,bad management and lousy salary
0,Incube8,,5.0,Good working culture with Semi-Flexible Hours,Staff Engineer,"Bishan New Town,",Yearly bonuses with yearly increments. Knowledge sharing from great Seniors. Hybrid working schedule (hopefully permanently) greatly helps work/life balance. Nearby food outlets. Very helpful colleagues.,10 to 15 mins walk to and from MRT. Sometimes have to come in early due to early meetings with our U.S. counterparts.
0,Incube8,,1.0,Nice work environment,Software Engineer,Singapore,"very good company, apple equipment",no cons for this company
0,Incube8,,4.0,Decent Company,Backend Developer,Singapore,- Legit project management structure. - Legit development team. Great in knowledge and willing to share. - Career growth is guaranteed. Using latest tech to ensure quality of products. Monthly knowledge sharing sessions. - Flexi working hour,- Office located a bit far from MRT but I enjoyed some nice walk in the morning. The office going to move later in Oct 2022 and will be nearer to MRT.
