,Unnamed: 0,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review,pro_score,con_score,rating_score,weighted_score,work_life_and_flexibility_job_aspect_score,career_development_and_learning_job_aspect_score,compensation_benefits_and_security_job_aspect_score,culture_and_environment_job_aspect_score,management_and_communication_job_aspect_score,diversity_and_inclusion_job_aspect_score,employee_engagement_and_satisfaction_job_aspect_score,operational_efficiency_and_resources_job_aspect_score,innovation_and_strategic_vision_job_aspect_score,global_impact_and_social_responsibility_job_aspect_score,job_position_category
1508,0,Diebold Nixdorf,,3.0,Software Roles at Diebold Nixdorf,Expert Software Engineer,Singapore,"Interesting work environment crossing hardware/software, legacy/modern, business/technology. Plenty opportunities to try something new.","Strategy for the future is not quite clear yet. The ATM industry as a whole is changing rapidly, so DN as a company has to up the pace.",0.6486,-0.3401,0.0,0.07712499999999999,,,,0.6486,,,,,,,software_engineer
1509,0,Diebold Nixdorf,,4.0,Employee Friendly,Software Developer,"Bukit Merah Estate,",Supervisors generally friendly to employees. No matter contract or permanent. Salary average level. Sometimes need to travel to EU.,"Some technology old. Some even too old to cause serious bugs. However, no plan to upgrade them so far. Sometimes a bit disorganized, as it's in kind of transition phase.",0.2732,-0.5719,0.5,0.175325,,,0.2732,,0.2732,,,,,,software_engineer
1510,0,Diebold Nixdorf,,5.0,Good international working environment,Software Engineer,Singapore,Prosess flows clearly Large scale product Improvement in technical skills,"The company should create a more proactive env for employees to be ready for joining social activities. Thus, it probably stresses out the culture as well as refresh the spirit of all employees.",0.6908,0.7574,1.0,0.86205,,,,0.7574,,,,,,,software_engineer
1513,0,Diebold Nixdorf,,3.0,great company,Software Engineer,Singapore,-working environment flexible -work life balance,-low salary range -huge company but the process is messy,0.2263,-0.4854,0.0,-0.064775,0.2263,,-0.4854,,,,,,,,software_engineer
1520,0,Lonza Biologics Tuas,,3.0,Work Culture,Automation Engineer,Singapore,Young environment. People are generally nice. Can easily work with.,Slow career progression. Lack of opportunities for projects.,0.6369,0.0772,0.0,0.17852500000000002,,0.0772,,,,,,,,,dev_ops_engineer
1521,0,Lonza Biologics Tuas,,3.0,Quality Assurance,QA Specialist,Singapore,"Operations are pretty much the same every year, hence job stability.","Fast pace environment, tight timelines. Common to overtime.",0.4939,0.0,0.0,0.123475,,,,,,,,,,,qa_automation_tester
1522,0,Lonza Biologics Tuas,,1.0,Poor retention program,QA Specialist II,"Tuas,",Has many stops for pick up and drop off,Poor retention program and bosses are bad,-0.4019,-0.765,-1.0,-0.791725,,,,,,,,,,,qa_automation_tester
1525,0,Lonza Biologics Tuas,,3.0,Review,QA Specialist II,Singapore,- Good learning opportunity - Friendly colleagues,- Overwhelming workload - Last minute work to be priortised as urgent - Lack of manpower,0.836,-0.128,0.0,0.177,,,,,,,,,,,qa_automation_tester
1526,0,Inland Revenue Authority of Singapore,,4.0,"Great Welfare, Superb Colleagues",QA Analyst,"Novena,","Free snacks & coffee & etc, colleagues are super nice & helpful, warm & friendly to people",Underpaid for the job scope a part timer is doing.,0.9509,0.0,0.5,0.48772499999999996,,,,,,,,,,,qa_automation_tester
1527,0,Inland Revenue Authority of Singapore,,4.0,Interesting Place to work,Web Developer,Singapore,Great place to learn and develop web app on a enterprise level,Quite long working hours that stretches till late,0.6249,0.0,0.5,0.406225,,,,,,,,,,,software_engineer
1546,0,CTC Global,,5.0,A good working environment,Principal Software Engineer,Singapore,"Will get to work in all aspect of project development (Requirement Gathering , Development, Testing , Middleware setup) Flexibility wise Company is very good","SI Company , So development projects are few",0.8268,0.0,1.0,0.7067,,,,,,,,,,,software_engineer
1548,0,CTC Global,,3.0,Good place for local people to settle,Senior Software Engineer,Singapore,"Work Life Balance, Employee Benefits,","Lack of Deep skill set, Switching Technologies before learning in depth",0.3818,-0.3182,0.0,0.015899999999999997,0.3818,,0.3818,,,,,,,,software_engineer
1550,0,Works Applications,,5.0,Good place to work,Software Engineer,Singapore,Hybrid work. Competitive Salary. Good work environment,No con for this company,0.5574,-0.296,1.0,0.56535,,,0.5574,0.5574,,,,,,,software_engineer
1551,0,Works Applications,,4.0,Good company,Software Engineer,Singapore,1. Good salary 2. Good culture,1. Slow promotion 2. Had some layoffs,0.7003,0.0,0.5,0.425075,,,0.7003,0.7003,,,,,,,software_engineer
1552,0,Works Applications,,3.0,Good for freshers,Software Engineer,Singapore,Good support/mentorship for those who are starting in the industry. You will learn a lot in the first 2 years. Salary is also good for freshers.,"Management keeps changing long term goals/objectives every year or 2 thus unable to actually achieve them. There is no uniform criteria to evaluate employees(although there is an evaluation system, but its for show only). Its actually based on your team manager. If you have a good relationship with your manager, then you can get a better evaluation than others even if the work done is same or less.",0.7003,0.7964,0.0,0.37417500000000004,,,0.7003,,0.7964,,,,,,software_engineer
1553,0,Works Applications,,4.0,Great work culture and hardworking people.,Software Engineer,Singapore,"- Works on latest technologies - A lot of chances for personal development - No blaming others, everyone takes responsibility as much as possible.",- Less salary for experienced developers. - No additional benefits,-0.5574,0.1027,0.5,0.136325,,,0.1027,,,,,,,,software_engineer
1554,0,Works Applications,,4.0,Good place to start your career with,Senior Software Engineer,Singapore,freedom to explore very easy going work environment,Sometimes seems lacking direction not easy to get guidance sometimes,0.8122,-0.3412,0.5,0.36775,,,,0.8122,,,,,,,software_engineer
1555,0,Works Applications,,4.0,Average - Good,Senior Software Engineer,Singapore,looks good to; good for new joiners,no direction from upper management,0.7003,-0.296,0.5,0.351075,,,,,-0.296,,,,,,software_engineer
1556,0,Works Applications,,4.0,a good place to start your career,Software Engineer,Singapore,"you have many opportunity to learn and try, friendly to new",the management is not that good,0.7184,-0.3412,0.5,0.3443,,,,,-0.3412,,,,,,software_engineer
1557,0,Works Applications,,5.0,Good in general,Senior Software Engineer,Singapore,Very good work life balance,Some services use very outdated technology,0.4927,0.0,1.0,0.623175,0.4927,,,,,,,,,,software_engineer
1558,0,Works Applications,,4.0,Recommended for fresh graduated student,Software Engineer,Singapore,"work life balance, new technology used",the monthly salary is not so attractive,0.0,-0.464,0.5,0.134,0.0,,-0.464,,,,,,,,software_engineer
1559,0,Works Applications,,2.0,Very very bad management,Senior Software Engineer,Singapore,Salary is paid on time. Some good colleagues to work with.,Near to zero work life balance. Sometimes they will knock you at 1 am midnight to resolve some urgent issue which is not urgent at all. Company is managed from Japan side management. They can't decide anything properly. Now they are reducing headcount aggressively. Business is going down as a result of bad management. 95% managers in Singapore office are Indians. They have failed all the products miserably due to their dirty politics.,0.4404,-0.872,-0.5,-0.3579,-0.872,,0.4404,,-0.872,,,,,,software_engineer
1560,0,Works Applications,,4.0,pros n cons,Software Engineer,Singapore,good work-life balance work from home,growth can be stagnant after a while,0.4404,0.3818,0.5,0.45555,0.4404,,,,,,,,,,software_engineer
1562,0,Works Applications,,3.0,The Job is not very interesting.,Software Engineer,Singapore,It's very freeing. You can come to work whenever you want and leave whenever you want.,Crazy deadlines and unmotivated manager.,0.5849,-0.5859,0.0,-0.0002500000000000002,,,,,,,,,,,software_engineer
1563,0,Works Applications,,4.0,Great place to work,Senior Software Engineer,Singapore,1. Learning new tech stacks,1. Company growth is not good,0.0,0.05,0.5,0.2625,,,,,,,,,,,software_engineer
1564,0,Works Applications,,4.0,Great teammates but progress in company is very slow,Software Engineer,Singapore,* Great people around * Opportunities to learn * Great diversity of people * Decent work life balance * Very flexible hours,* Too few increments * Too many policy changes,0.9184,0.0,0.5,0.4796,0.9184,,,,,0.9184,,,,,software_engineer
1565,0,Works Applications,,3.0,Environment Review,Software Engineer,Singapore,- New technologies to learn - Flexible working hours - Easy to change team to learn new thing - High paid especially for fresh graduate - There are some friendly and excellent developers,"- A lot of hard deadline, working overtime is quite common. It usually we have to work overtime 1 or 2 hours. There are some teams have to work overnight sometimes. - Military ranking system. All employees are ranked and judged like military soldier - Bad evaluation system to judge employee performance. It highly depends on team leader or manager's perspective. It's not fair across the company. There are some teams whose leader or managers are good, they don't need to work hard but still get high grade. However, other teams are not under good manager, even they work hard, they still get bad grade. Bad grade means not increase in salary and going to higher rank. - Deadlines are a lot. Developers usually do not have time to think about good solution to solve problem. My personal opinion is quality product is not so good in term of designing. Later, it will really cost in maintenance phase.",0.9228,-0.2081,0.0,0.17867499999999997,,,-0.2081,,,,,,,,software_engineer
1568,0,Works Applications,,5.0,Good place to work,Software Engineer,Singapore,Good care of employees and good employer,Company structure keeps changing every year,0.8402,0.0,1.0,0.71005,,,,,,,,,,,software_engineer
1570,0,Works Applications,,4.0,Good Place to Work,Software Engineer,Singapore,Very latest technology Good organizational Structure. Good Growth opportunities. STM training is a great learning experience Catalog oriented work Allows you to fail,Existing product have older technology Language barrier if you work for Japanese client Work load in some teams Not very flexible in approach.,0.9027,-0.3363,0.5,0.3916,,0.9027,,,,,,0.9027,,,software_engineer
1571,0,Works Applications,,4.0,"Used to be fun, but the ship is sinking",Software Engineer,Singapore,- Good salary for fresh graduates - Talented co-workers - challenging and interesting work - very good learning opportunities,"- The pros are only applicable if you are in a good team, which is rare - Work atmosphere getting more and more negative day by day - Bad management. They are not able to recognize that the company and the employee confidence is going downhill - Several outdated practices inside the company, and the upper management just isn't paying proper attention",0.9506,-0.3729,0.5,0.394425,,0.9506,0.5777,,-0.3729,,,,,,software_engineer
1573,0,Works Applications,,5.0,Web Developer,Web Developer,Singapore,"The company is technology-oriented and multi-national. It is working on a big project called HUE, which comprises of HUE Drive, HUE Doc, HUE Spreedsheet, HUE Employment Management and HUE Expense. The team is young and energetic and working style is free.","Many developers are compact in one office, a bit crowded.",0.7351,0.0,1.0,0.683775,,,,,0.7351,,,,,,software_engineer
1574,0,Works Applications,,4.0,Very Good start for Fresh Graduates,Senior Software Engineer,Singapore,- Startup Environment where you can talk and discuss freely your ideas and make it becomes true - Very easy to communicate with your leaders or VP (like peers),"- Since there are many challenges and changes, the overall environment is a bit uninspired to work since people are not happy about the current company's progress. But I hope it will be over soon.",0.8357,0.5995,0.5,0.6088,,,,,,,,,,,software_engineer
1575,0,Works Applications,,3.0,Good for your first career,Software Engineer,Singapore,You can learn lots of technical things from her. It is good to choose this company as a first career.,"As they are developing ERP software package, there are huge things to support in your application. So it is very difficult to manage the application. They don't provide a lot of paid leave for a few years because the system depends on Japanese law.",0.4404,0.2516,0.0,0.173,,,,,,,,,,,software_engineer
1576,0,Works Applications,,2.0,"Good engineers, poor management",Software Engineer,Singapore,High starting pay for fresh graduates Flexible working hours,No increment for promotion Random evaluation and job termination,0.4215,-0.296,-0.5,-0.218625,,,0.4215,,,,,,,,software_engineer
1577,0,Works Applications,,4.0,Good colleague but not good management,Software Engineer,Singapore,"- Friendly colleague, everyone works closely like close friends. - Very easy approachable managers/vps. - Totally control your product and features","- Evaluation is not good, keep changing every year for evaluation criteria. - Top management is not good.",0.8999,-0.461,0.5,0.359725,,,,,-0.461,,,,,,software_engineer
1578,0,Works Applications,,3.0,Good for fresher if you don't have any offer from a Giant Tech,Software Engineer,Singapore,1. Multinational Company 2. Opportunity to work on some challenging products. 3. Friendly Colleagues,"1. No domain expert while designing business application. 2. Most of the time cannot meet the deadline with the customer. 3. Sudden and Rapid change of management decision in terms of team, products, and policies",0.765,-0.296,0.0,0.11725000000000001,,,,,-0.296,,,,,,software_engineer
1579,0,Works Applications,,3.0,Good for first job,Software Engineer,Singapore,"The salary looks promising for the first job. All people here in Singapore are very young, so you may have a good chance.",The company does not have much freedom for programmers to choose what they want to do.,0.765,-0.471,0.0,0.07350000000000001,,,0.765,,,,,,,,software_engineer
1580,0,Works Applications,,1.0,My career was ruined by pathetic managers,Software Engineer,Singapore,No pros. They used to hire freshers.,Pathetic management. No mentorship. Every does whatever they want to mess up the codebase. There is no learning.,-0.296,-0.8519,-1.0,-0.786975,,,,,-0.8519,,,,,,software_engineer
1581,0,Works Applications,,2.0,"Ok to start, not for career growth",Software Developer,Singapore,Flexible work time and nice friendly atmosphere,Management is inexperienced. No proper planning. Not enough opportunities to grow your career. Promotion/salary increment hardly happens even though you work very hard. And the list goes on....,0.7845,-0.6221,-0.5,-0.2094,,,-0.6221,,-0.6221,,,,,,software_engineer
1582,0,Works Applications,,5.0,Nice company for junior engineer,Software Engineer,Singapore,High salary for junior and can acquire the programming skills,"Salary doesn’t increase a lot. After 2-3 years working, most of employees resigned.",0.0,0.0094,1.0,0.50235,,,0.0094,,,,,,,,software_engineer
1583,0,Works Applications,,3.0,Mismanaged Enterprise with great Potential,Software Engineer,Singapore,Good Work Life Balance Good Job Security Cutting Edge Technologies,Development Standards not followed. Late Appraisals Management not good,0.7717,-0.3412,0.0,0.10762500000000001,0.7717,,0.7717,,-0.3412,,,,,,software_engineer
1584,0,Works Applications,,4.0,Comfortable workplace,Software Engineer,Singapore,You can decide what you do to some extent. We basically can WFH. Flextime. Can get Childleave easily,"Using legacy technologies (such as Spring Framework Java, Oracle) in some departments.",0.34,0.0,0.5,0.335,,,,,,,,,,,software_engineer
1585,0,Works Applications,,3.0,Good for a beginner,Senior Software Engineer,Singapore,- Get to explore a lot of new technology. - You get to work with really talented developers.,- Tech stack keeps changing. - No experienced developers to provide guidance.,0.5563,-0.296,0.0,0.06507500000000001,,,,,,,,,,,software_engineer
1586,0,Works Applications,,4.0,Good Company for Freshers,Software Engineer,Singapore,Friendly working environment and great colleagues . Lot of opportunities to learn.,Management pretty much messed up. Communication gap between overseas offices.,0.872,0.2023,0.5,0.518575,,,,,0.2023,,,,,,software_engineer
1587,0,Works Applications,,4.0,Good company,Software Engineer,Singapore,Good work culture. Flexible timing. Friendly co-worker,"Evaluation policy is not good. It all depend on your image, how your manager consider you.",0.7906,-0.3412,0.5,0.36235,,,,0.7906,,,,,,,software_engineer
1588,0,Works Applications,,3.0,Good Company to work for as an entry level,Junior Software Developer,Singapore,Good managers Lots of perks Working time flexible Work from home,Some teams do not have enough work Sometimes have to sit for late hours,0.5859,0.0,0.0,0.146475,0.5859,,,,,,,,,,software_engineer
1590,0,Works Applications,,3.0,Super long working hours,Software Engineer,Singapore,No need to spent time on transportation after working from home,"Managers expect you to work when needed, e.g. at 3 am or through the weekend",-0.296,0.0,0.0,-0.074,,,,,,,,,,,software_engineer
1592,0,Works Applications,,4.0,Overall OK,Software Engineer,Singapore,"The reimbursement is good, compared with others.",Communication can be a problem as many managers from Japan office do not speak very well English.,0.4404,-0.5763,0.5,0.216025,,,,,-0.5763,,,,,,software_engineer
1593,0,Works Applications,,1.0,Worst Experience. Skip this company during placements,Software Engineer,Singapore,None. Just ignore this company.,They revoked the job offer to students from IITs and came to recruit during covid when situation was unreliable. Either they shouldn't have visited IIT for placements or could have relocated to some other place instead of revoking offer during tough times. Also their business is sinking,0.2755,-0.128,-1.0,-0.463125,,,,,,,,,,,software_engineer
1594,0,Works Applications,,3.0,I am very glad that I had a chance to join here,Researcher and Software Developer,"Jurong West New Town,",This is mostly friendly here,Very difficult to cope with the manager,0.4939,-0.4201,0.0,0.018450000000000008,,,,,,,,,,,software_engineer
1595,0,Works Applications,,5.0,Great work life balance. Nice and Helpful colleagues,QA Manager,Singapore,Very good work life balance,Management positions should have more experienced members,0.4927,0.0,1.0,0.623175,0.4927,,,,0.0,,,,,,qa_automation_tester
1598,0,Works Applications,,3.0,A good start for fresh grads,Software Engineer,Singapore,Can try out a list of new things,Organizations and plans are always changing,0.0,0.0,0.0,0.0,,,,,,,,,,,software_engineer
1600,0,Works Applications,,2.0,Trainee Software Engineer,Trainee Software Engineer,Singapore,1. flexible time 2. good location 3. food arround not bad,1. group communications 2. management is not really good,0.7684,-0.3865,-0.5,-0.15452500000000002,,,,,-0.3865,,,,,,software_engineer
1601,0,Works Applications,,4.0,Working experience,Software Engineer,Singapore,The working hours are flexible.,Sometimes the planning is not good.,0.2263,-0.3412,0.5,0.221275,,,,,,,,,,,software_engineer
1602,0,Works Applications,,3.0,Good for fresh graduates,Software Engineer,Singapore,High starting salary Good learning opportunities,Company has poor directions Projects not managed well,0.6705,-0.6012,0.0,0.017325000000000007,,0.6705,0.6705,,,,,,,,software_engineer
1603,0,Works Applications,,4.0,Good pay for fresh grad,Software Engineer,Singapore,"Good pay, manageable work load",Very long training and bootcamp,0.3612,0.0,0.5,0.3403,,0.0,0.3612,,,,,,,,software_engineer
1604,0,Works Applications,,3.0,Work Life balance,Senior Software Engineer,Singapore,Good salary for freshly graduate,Management is not that great.,0.4404,-0.5096,0.0,-0.01730000000000001,,,0.4404,,-0.5096,,,,,,software_engineer
1605,0,Works Applications,,1.0,One of my worst companies,Software Engineer,Singapore,"Not at all. Company provides visa sponsorship for foreigners , so some people are staying there",Work is totally waste. Recommended only for people who dont have mental capability,0.0,-0.2534,-1.0,-0.56335,,,,,,,,,,,software_engineer
1606,0,Works Applications,,1.0,Software engg,Software Engineer,Singapore,LOL. None . No pros,Company only dreams to be best but it is nothing. You will waste your time here,0.662,0.7542,-1.0,-0.14595000000000002,,,,,,,,,,,software_engineer
1607,0,Works Applications,,1.0,Stay away,Software Engineer,Singapore,can not think of anything,Salary is paid in JPY even you're working in other countries. Salary varies per month based on the currency conversion rate,0.0,0.0,-1.0,-0.5,,,0.0,,,,,,,,software_engineer
1639,0,Hyundai Motor,,3.0,Difficult to handle multiple projects with unready structures,Devops Engineer,Singapore,Free Lunch Colleagues are nice,Have to redesign a lot of basic database and platforms,0.7269,0.0,0.0,0.181725,,,,,,,,,,,dev_ops_engineer
1645,0,Schindler,,3.0,Average,Tester,Singapore,Can learn alot of things,"Salary too little,on the job location too far",0.0,0.0,0.0,0.0,,,0.0,,,,,,,,qa_automation_tester
1650,0,Chevron,,5.0,Company with good fundamentals,Reliability Engineer,Singapore,Good benefits and culture here,Fast paced in this company,0.6705,0.0,1.0,0.667625,,,0.6705,0.6705,,,,,,,sre
1651,0,Chevron,,5.0,Chevron,Senior Software Engineer,Singapore,"Work life balance, very good","Hard to get promotion, very hard",0.4927,-0.2716,1.0,0.555275,0.4927,,,,,,,,,,software_engineer
1654,0,Samsung Electronics,,5.0,Great,Software Engineer,Singapore,Excellent environment Good team Work life balance,Takes time to adjust Nothing else,0.765,0.0,1.0,0.69125,0.765,,,,,,,,,,software_engineer
1656,0,Samsung Electronics,,5.0,Epic,Software Engineer,"Bedok New Town,",Good new phones for staffs,no cons actually pretty goood yea,0.4404,0.25,1.0,0.6726,,,,,,,,,,,software_engineer
1662,0,Samsung Electronics,,3.0,Benefit,Software Engineer,"Pasir Panjang,",Staff sales Benefits for health .medical leave.dental.,Depends on the department you entered,0.3818,0.0,0.0,0.09545,,,0.3818,0.3818,,,,,,,software_engineer
1667,0,Samsung Electronics,,5.0,good place,Senior Software Engineer,Singapore,good environment to work in,no comments for this now,0.4404,-0.296,1.0,0.5361,,,,,,,,,,,software_engineer
1668,0,Collabera,,5.0,Full Stack Developer,Full Stack Developer,Singapore,- Good work life balance,- No progression in this company,0.4404,-0.296,1.0,0.5361,0.4404,-0.296,,,,,,,,,software_engineer
1670,0,Qualcomm Technologies,,4.0,Characterization tests on products,Product and Test Engineer,Singapore,Work timing is mostly on time on target. Collegues are friendly from all level.,Some days may need to work overtime to achieve milestone.,0.4939,0.0,0.5,0.373475,,,,,,,,,,,qa_automation_tester
1688,0,Xiaomi,,1.0,terrible management,Software Engineer,Singapore,It's a famous Chinese company,Terrible management; Toxic environment; Team not stable,0.0,-0.6108,-1.0,-0.6527000000000001,,,,,-0.6108,,,,,,software_engineer
1689,0,Anacle Systems,,5.0,Good benefits and chance to explore technology,Senior Software Engineer,Singapore,"Good flexibility, good benefits, nice office.","Tight timelines, very big team spread across a whole floor.",0.9118,0.0,1.0,0.72795,,,0.9118,,,,,,,,software_engineer
1691,0,Anacle Systems,,4.0,Overall a good work experience to learn,Software Engineer,Singapore,Most of the time colleagues are very friendly and helpful whenever we need help. Seniors encourages and give opportunities to learn.,Work long hours from time to time and no bonus. Team Workload management can be quite messy,0.9294,-0.1263,0.5,0.45077500000000004,,,-0.1263,,-0.1263,,,,,,software_engineer
1693,0,Anacle Systems,,3.0,-,Associate Software Engineer,Singapore,"Colleagues are nice and approachable, Free coffee and drink in the pantry.","Depending on Projects, might have to work on weekends or overnight.",0.7269,0.0,0.0,0.181725,,,,,,,,,,,software_engineer
1694,0,Anacle Systems,,4.0,Review,Software Engineer,Singapore,"Generally flexible management, close knit teams. Flat company hierarchy.",Some interdepartmental/management rivalry that easily trickles down.,0.2263,0.3818,0.5,0.40202499999999997,,,,,0.6081,,,,,,software_engineer
1695,0,Anacle Systems,,3.0,good but can be better,Software Engineer,Singapore,Friendly working environment and good for learning,"team not structured well, one person can handle multiple roles",0.7269,-0.2057,0.0,0.1303,,,,,,,,,,,software_engineer
1696,0,Anacle Systems,,1.0,Join at your own risk,Software Engineer,Singapore,Cannot think of any. Good workplace office maybe.,Low salary. No bonus. Extremely high turnover.,0.4404,0.0516,-1.0,-0.377,,,0.0516,,,,,,,,software_engineer
1697,0,Anacle Systems,,3.0,Okay,Software Engineer,Singapore,Lots of opportunities to learn,Not much support from seniors/mentors,0.3818,-0.3089,0.0,0.01822499999999999,,,,,,,,,,,software_engineer
1698,0,Anacle Systems,,4.0,nice job overall,Software Engineer,Singapore,flexible working hours and good colleague,"for me the task division not really clear, sometimes need to do task out of my job scope",0.5859,-0.3401,0.5,0.31145,,,,,,,,,,,software_engineer
1699,0,Anacle Systems,,4.0,Flexible working time,Software Engineer,Singapore,flexible working time and no hierarchy,senior levels don't want to take new thing to move up,-0.0772,-0.0572,0.5,0.21639999999999998,,,,,,,,,,,software_engineer
1700,0,Anacle Systems,,4.0,Good place for fresh grad,Software Engineer,Singapore,1. nice and friendly collegues 2. cozy office envrionment 3. regular training,1. inhouse tool and system which has a steep learning curve 2. feel disconnected to the team as there are few bonding activities within the company/team,0.7184,0.0,0.5,0.4296,,0.7184,,,,,,,,,software_engineer
1701,0,Anacle Systems,,4.0,Good company for the accountable,Software Engineer,Singapore,"The work is not so difficult, and a bit challenging, if you understand your craft and know what you can (and cannot) offer. Flexible working hours (given an appropriate amount of communication). Support and opportunities for improvement can be offered, but more likely for those accountable and yearning for that.","Most projects involve external clients, so you may have to know and share the pain of the project/account managers. If you want a job of only clock-in/clock-out and waiting for ""what to do"" from other people, this may not work for you.",0.7893,-0.2023,0.5,0.39675,,,,,0.7893,,,,,,software_engineer
1702,0,Anacle Systems,,1.0,Funny Company,Software Engineer,Singapore,"Free soft drink, good laptop with gaming graphic card, nice office in starwar building (sandcrawler building)","No AWS, No Bonus, No project management and handover at all, only ppl has good relationship with management can get promoted, those ppl hard working but don't know how to PAI MA PI will remain the same level forever with same pay",0.8402,0.128,-1.0,-0.25795,,,0.128,,0.128,,,0.128,,,software_engineer
1703,0,Anacle Systems,,4.0,Software Engineer,Software Engineer,Singapore,Good to learn knowledge about ERP and software related to finance management.,need to improve project management throughout Hierarchy from PM to junior engineers.,0.4404,0.4404,0.5,0.4702,,,,,0.8808,,,0.4404,,,software_engineer
1704,0,Anacle Systems,,3.0,Software Engineer at Anacle,Software Engineer,"Sengkang New Town,",Great opportunity for fresh grad Open concept office Thin hierarchy,"Overloaded workload, Frequent OT, Too many foreigners, No bonus / AWS, High turnover rate",0.8481,0.3182,0.0,0.291575,,,0.3182,,,,,,,,software_engineer
1705,0,Anacle Systems,,2.0,Software Engineer,Software Engineer,Singapore,Flexible working hours and hard working colleague,"The job scope is not seperated properly, does not have test script to test the software being developed",0.128,0.0,-0.5,-0.218,,,,,,,,,,,software_engineer
1706,0,Anacle Systems,,3.0,software job at Anacle Systems,Software Engineer,Singapore,"small company, can see overall systems",one man with many responsibilities and loads,0.0,0.0,0.0,0.0,,,,,,,,,,,software_engineer
1707,0,Anacle Systems,,4.0,"Relatively small, but comfortable",Software Engineer,"Jurong East New Town,","Easy to cooperate with other people in company, working environment is comfortable","Company is small, doesn't have much chance",0.7351,-0.1877,0.5,0.38685,,,,,,,,,,,software_engineer
1708,0,Anacle Systems,,2.0,not good for personal development,Software Engineer,Singapore,"free drink, compensation for grab fee","old technology, no improvement, no growing",0.5106,0.0772,-0.5,-0.10304999999999997,,,0.5106,,,,,,,,software_engineer
1709,0,Anacle Systems,,3.0,Software Engineer,Software Engineer,Singapore,People are generally nice and helpful,"Overworked, low pay. Not much opportunity.",0.6808,-0.5903,0.0,0.02262499999999998,,,-0.5903,,,,,,,,software_engineer
1710,0,Anacle Systems,,3.0,so so,Software Engineer,Singapore,easy for fresh to start,now high working efficiency; somebody just slept beside you,0.6369,0.3612,0.0,0.249525,,,,,,,,,,,software_engineer
1711,0,Anacle Systems,,1.0,Software Engineer,Software Engineer,Singapore,Colleagues are nice. Working environment is nice.,"No bonus, no appreciation, bosses don't even know what you are doing but the salary raise will based on how they judge you.",0.6808,0.296,-1.0,-0.2558,,,0.296,,,,,,,,software_engineer
1713,0,gumi,,3.0,Great working environment,Junior QA Tester,Singapore,"Friendly team, decent benefits. People are nice. Decent room of opportunities to grow.","Quarterly goal setting for appraisals can be stressful. Turnover rate is quite higher, may have to take on a subsidiary role without raise or change in job title",0.8807,-0.5106,0.0,0.092525,,,0.8807,,,,,,,,qa_automation_tester
1715,0,gumi,,4.0,Every year gets better,Software Developer,Singapore,People are friendly HR is better compared to other game companies Pantry has a lot of variety Have things to learn Good Benefits,Approval process can be a pain sometimes,0.891,-0.0516,0.5,0.45985,,,0.891,,,,,,,,software_engineer
1716,0,Other,,5.0,Great company,Software Architect,Singapore,"All awesome , nice culture and work environment",Nothing to complain about for now. It's been rewarding.,0.7845,0.6715,1.0,0.864,,,,0.7845,,,,,,,software_engineer
1717,0,Other,,5.0,"Great Team, Product and Mission",Senior Software Engineer,Singapore,"Worked there for years, often regretted leaving the company. Thank you, everybody, wishing the team all the best! - You get to work on a real product, the best of its class, with real users sending you massive gratitude emails. - The vision is clear, helping millions of patients, whatever happens... - It is intense, you need to polish everything so that it scales, frontend, backend, you are not alone, and people count on you in the team... which can generate lots of pressure sometimes.","- Well... It is intense, you need to polish everything so that it scales, frontend, backend, you are not alone, and people count on you in the team... which can generate lots of pressure sometimes.",0.9609,-0.0413,1.0,0.7299,,,,,,,,,,,software_engineer
1724,0,Fugro,,4.0,Good Pay,Software Engineer,Singapore,Travel offshore a lot and good pay,Company undergoing bought over for competitor company,0.3612,0.0,0.5,0.3403,,,0.3612,,,,,,,,software_engineer
1730,0,Incube8,,1.0,Nice work environment,Software Engineer,Singapore,"very good company, apple equipment",no cons for this company,0.4927,-0.296,-1.0,-0.450825,,,,,,,,,,,software_engineer
1731,0,Incube8,,4.0,Decent Company,Backend Developer,Singapore,- Legit project management structure. - Legit development team. Great in knowledge and willing to share. - Career growth is guaranteed. Using latest tech to ensure quality of products. Monthly knowledge sharing sessions. - Flexi working hour,- Office located a bit far from MRT but I enjoyed some nice walk in the morning. The office going to move later in Oct 2022 and will be nearer to MRT.,0.9231,0.8462,0.5,0.692325,,0.9231,,,0.9231,,,0.9231,,,software_engineer
1733,0,Incube8,,1.0,Worst Company Every Worked on,Senior Software Developer,Singapore,Only Positive thing is Co-Workers are Helpful & No dress code.,"Office is located 15mins walk from MRT, if not in office on time management reduce your salary. Funny right yes that's what this company is outstanding, Not sure still this Rule stays but this is more of School rather than Corporate Company. Environment is Noisy, it doesn't have properly washroom which always has bad smell, sometime there will be maintenance work goes on days in the same floor. Whatever Manager decide even though its useless you should hear or-else it will impact your Performance & Bonus. Some Manager doesn't have knowledge in Technical but still gets promotion. Politics is everywhere inside the Organisation.",0.6369,-0.2337,-1.0,-0.3992,,,-0.2337,,-0.2337,,,,,,software_engineer
