Job Description,Tags
"We are looking for an ambitious individual with a positive and friendly attitude to join Cal4care Pte Ltd team.
Responsibilities:
1. Sales Order & Document Processing
2. Perform Order processing for local, oversea sales
3. Preparation of quotation and close the deal
4. Handling of product enquiries from customer via phone and email
5. Attend monthly sales meeting
6. Update sales performance at the end of the month
7. Spanish Speaking
Others
A. Liaison with customer and logistics department on sales order
B. Liaise with courier companies to export the goods to any of the countries from the management.
C. Providing support to other members of their team by answering phones, greeting clients, or arranging meetings
D. Communicating with customers via phone, email to answer questions about products or services.
E. Performing administrative tasks such as filling and correspondence
F. Maintaining client databases and updating customer contact information
G. Assisting with the development of proposal and presentations to potential clients
H. Keeping track of customer records and contracts in order to manage accounts
Requirements:
Ø Candidates must possess at least ‘A’ Level, ITE or Diploma holders.
Ø Spanish Speaking
Ø Proficient in Microsoft Excel.
Ø Independent and able to multi-task.
Ø Knowledge of Telco is an advantage.
Ø Prior experience in sales administrative support duties is preferred.
Ø Able to start work immediately is advantage",[Negotiation][Sales][Able To Multitask][Microsoft Office][Microsoft Excel][Customer Contact][Selling][Administrative Support][Spanish][Team Player][Customer Service][Business Development]
"We are seeking a skilled and experienced Automation Engineer proficient in Python, Red Hat Enterprise Linux (RHEL), and Ansible to join our team. The ideal candidate will have a strong background in automation, scripting, and system administration, with expertise in designing and implementing automated solutions to streamline operations and enhance efficiency.
Responsibilities:
Design, develop, and maintain automation scripts and solutions using Python, RHEL, and Ansible to automate repetitive tasks and processes.
Collaborate with cross-functional teams to identify automation opportunities and implement solutions to improve system reliability, scalability, and performance.
Configure and manage RHEL systems and infrastructure, including installation, configuration, patch management, and troubleshooting.
Develop and maintain Ansible playbooks and roles to automate configuration management, software deployment, and infrastructure provisioning.
Monitor system health, performance, and security, and implement proactive measures to mitigate risks and ensure uptime.
Troubleshoot and resolve issues related to automation scripts, RHEL systems, and Ansible configurations.
Document automation workflows, procedures, and best practices for knowledge sharing and training purposes.
Stay current with emerging technologies, trends, and best practices in automation, DevOps, and system administration.
Qualifications:
Bachelor's degree in Computer Science, Information Technology, or related field.
Minimum of 5 years of experience as an Automation Engineer, DevOps Engineer, or similar role.
Strong programming skills in Python, with experience in developing automation scripts and tools.
In-depth knowledge of Red Hat Enterprise Linux (RHEL), including installation, configuration, administration, and troubleshooting.
Hands-on experience with Ansible automation tool, including playbook development, inventory management, and role-based configuration management.
Experience with version control systems such as Git for managing automation scripts and configurations.
Familiarity with containerization technologies such as Docker and orchestration tools like Kubernetes is a plus.
Excellent problem-solving and troubleshooting skills, with the ability to analyze complex issues and implement effective solutions.
Strong communication and collaboration skills, with the ability to work effectively in a team environment.
Relevant certifications such as Red Hat Certified Engineer (RHCE) or Ansible Automation Engineer (Ansible Certified) preferred.
To apply please click the Apply button or send us your updated profile to recruit@percept-solutions.com
EA Licence No.:18S9405 / EA Reg. No.:R1330864
Percept Solutions is undergoing a growth phase and are on the lookout for talent. Applicants are encouraged to follow Percept Solutions on LinkedIn @ https://www.linkedin.com/company/percept-solutions/ to stay up to date on our upcoming roles and events.",[Version Control][Git][Troubleshooting][Python scripting][Scripting][Information Technology][PLC][Reliability][RHEL][Inventory Management][Configuration Management][Python][Containerization][System Administration][Docker][Ansible][Orchestration][Linux]
"Interested applicants are invited to apply directly at the NUS Career Portal.
Your application will be processes only if you apply via NUS Career Portal.

We regret that only shortlisted candidates will be notified.
Job Description
AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI).
The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform use-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore's AI efforts.
The candidate will join a team of AI scientists, apprentices, data and software engineers. With the team, he or she will experiment and build AI solutions that can help Singapore companies improve their businesses using AI. A more senior candidate is expected to provide technical leadership, engage stakeholders, mentor and guide junior engineers in the projects.
Duties and Responsibilities
1. Develop new and re-iterate on existing software and system applications using software engineering best practices and AI technologies
2. Perform the necessary data preparation and analysis, AI modelling, coding, testing, validation and deployment to ensure reliable and scalable AI solution
3. Collaborate with cross-functional teams within AI Products to design and resolve issues
4. Utilise problem-solving skills to address and resolve user issues, with a focus on empathy
5. Maintain code repository and documentation standards
6. Contribute to community engagement activities such as sharing via technical session meet-ups and article write-ups, and participating in discussion forums
7. Self-learn and experiment with new frameworks and technologies when necessary
Qualifications
1. Degree in computer science, machine learning, AI, and other relevant equivalent quantitative fields
2. Experience in writing production level code in Python and/or C++
3. Strong background in other programming languages, especially in web application development, will be advantageous
4. Experience in AI/Machine learning frameworks such as Tensorflow and Pytorch
5. Experience in using deployment tools such as Docker
6. Previous experience in deployment on cloud platforms (AWS/GCP/Azure) and/or edge devices will be advantageous
7. Previous working experience in Large Language Models will be advantageous
8. Previous working experience with Agile methodologies will be advantageous
9. Data story-telling, information visualisation/UX and technical writing skills",[TensorFlow][Machine Learning][Software Engineering][Agile Methodologies][PyTorch][Python][Docker][Web Application Development][Technical Leadership][C++]
"Experinced required in below:
Linux and Solaris OS upgrade
Configuration and troubleshooting on the SSH setup
Patch on Solaris and Linux
Patching flow and communication
Patching through Ansible and manual on Linux and Solaris
Upgrade in Linux and Solaris
Create a local repository in case of patching locally
Install and remove the standalone packages into RHEL
Housekeep the FS where space is full
Whitelist commands in sudo configurations and sudo related troubleshooting
Mount the iso in RHEL
Create and mount the new FS
RHEL certification
Troubleshooting for LINUX and Solaris
User management, create user with secondary group in Linux and Solaris
Trace user account password expiration",[PKI][UAT][Troubleshooting][Process Automation][Technology Management][Siteminder][Scripting][Problem Solving][Information Technology][Red Hat Linux][Windows][XenApp][Authentication][ITIL][Autosys]
"Job title: Test Engineer
Job Type: Contract- 2 Years
Work location: East, Singapore

Job Responsibilities:
The candidate is responsible for the end-to-end testing activities of an integrated e-payment system. The primary responsibilities would include carrying out the activities in the testing lifecycle including test planning, analyzing business and system requirements.
The candidate will also responsible:
Preparing the test environment, designing, and developing the test cases.
Preparing the test environment, executing the test procedures.
Automating the test solution based on the system design using scripting or programming languages as well as performance tuning.
Create traceability to requirements, analyze gaps and address them.
Logging and tracking defects to closure
Conducting test reviews with internal and external stakeholders.
Perform root cause analysis for production and user acceptance defects, address test gaps to ensure test efficiency.
Develop design documents and user manuals which would effectively describe and provide clear instructions on the test automation solution to the end users who include testers and stakeholders.
Qualifications & Requirements:
Tertiary qualification in Information Technology or Engineering
At least 3 years’ relevant experience in executing testing and developing test automation solutions involving devices (UI-based or embedded) and/or back-office systems with familiarity on the full system development lifecycle from requirement, development, to testing and deployment;
Good written and verbal communication skills;
Able to work well both independently as well as in a team;
Certification in software testing preferred;
Experience in Micro-payments/Automatic Fare Collection systems using Smart Cards and in diverse test execution phases (System Integration Testing, User Acceptance Testing, Performance testing) would be an advantage;
This is an outsourced role.

If you are looking for an opportunity and your skills align with this job, please send your updated CV/resume (in Word format) to Mounika at mounika@rmagroup.com.sg

All Curriculum Vitae will be treated with strict confidentiality We regret to inform you that only shortlisted candidates will be notified.",[Performance Testing][Root Cause Analysis][Scripting][Information Technology][Traceability][Test Cases][Test Automation][Logging][ISTQB Certified][System Design][Software Testing][User Acceptance Testing][Performance Tuning][System Integration Testing][Test Execution][Test Planning]
"Job Description
The successful candidate will play an integral role within the IT Service Management Ops leadership team. Armed with a strategic focus and experience in application infrastructure resiliency as well as operational stability the candidate is expected to lead the swift service recovery from complex incidents and managing disaster recovery ensuring high service availability and customer satisfaction in IT service delivery. This position is crucial in ensuring operational stability, which includes leading improvements through process review/transformation and implementation of new initiatives and tools.

Key Responsibilities:
•Take ownership of critical incidents, facilitating resolution with the parties involved, and conducting thorough root cause analyses and post-incident reviews to boost system resilience.
•Transforming and driving operational excellence and system resilience by proactively preventing defects and eliminating inefficiencies in current processes.
•Continuously review the governance and processes of IT Service Management, proposing improvements or new methods to maintain operational agility and stability.
•Providing technical leadership and training to ITSM teams, including offshore resources, and mentoring them in their professional development.
•Align ITSM ITIL practices with various IT teams to prepare them for operational readiness, and managing changes and incidents to maintain efficient service delivery and system resilience.
•Develop technical talent and leadership in the team through upskilling programs and continuous feedback.
•Take accountability for service delivery performance, meeting customer expectations, and driving future demand.

Requirements
•Possess a degree in Information Technology or related fields with Infrastructure Library (ITIL)/Service Integration and Management (SIAM) certification
•At least 8-10 yrs of relevant experience in IT Infrastructure Operations and IT Service Management inclusive of at least 3 years in leadership role
•Proven proficiency in utilizing Agile methodologies for operations management.
•Certification in Business Continuity Management (BCM) is preferred but not mandatory
•Knowledge and hands-on experience with the ServiceNow Platform are preferred, with certifications in ITSM CAS, CAD, or CIS considered a bonus.
•Familiarity with network and cloud technologies (public, private), including Linux, Wintel, VMware, and DevOps.
•Proficiency in collaboration tools such as Microsoft Teams, Sharepoint, JIRA, and Confluence, and monitoring/orchestration platforms like ScienceLogic, Splunk, and APM.
•Ability to:
•Provide strategic direction and leadership to the service management team and influence management decisions with technical insight.
•Building and leading teams to maximize strengths and identify development areas, integrating automation and AI capabilities/solutions.
•Thrive in independent and team-based, hybrid environments with a mix of insourced and outsourced operational delivery
•Engage stakeholders as an advocate for operational resilience, excellence, and standards, driving best practices across work streams while incorporating automation and AI.
•Balance and manage multiple priorities in a fast-paced, growing environment, ensuring effective balance and prioritization in a fast-paced, rapidly growing environment.
•Navigate and escalate complex, multifaceted customer requests or initiatives, demonstrating agility and problem-solving skills
•Demonstrate leadership in overseeing Operations (on-premise and Multi-Cloud), including Major Incidents, IT Operations Command Centres, CAB Change Management, and Service Desk management, coordinating hybrid teams for stability and service excellence.
•Adaptive and responsive to dynamic environments.
•A proven track record in managing IT service delivery Command Centre and ServiceDesk operations, and addressing infrastructure support escalations (e.g., network systems, storage).
•Excellent communication skills across organizational levels, including executive management, supported by strong interpersonal skills, a positive outlook, flexible and adaptable approach.",[Cloud Technologies][Executive Management][IT Service Management][Operational Excellence][Change Management][ITSM][Operations Management][Agile Methodologies][Service Recovery][CAS][Service Desk][Advocate][Accountability][Business Continuity Management][ServiceNow][Service Excellence][CIS][Linux][Service Delivery][Infrastructure Support]
"Job Description:

· A bachelor's degree in computer science or a related field.
· A minimum of 3 years' experience as a database administrator.
· Experience in Rational Database Management System such as MSSQL, Teradata, Oracle, Postgres
· Collect and document user requirements
· Design and develop database architecture for information systems projects
· Design, construct, modify, integrate, implement and test data models and database management systems
· Operate database management systems to analyze data and perform data mining analysis.",[Postgres][Teradata][Oracle][PostgreSQL][MySQL][SQL][Database Administration][SQL Server][Performance Tuning][Test Data]
"Job Description:
Conduct checks to determine root cause to provide corrective and preventive solution
Ensure smooth completion of application batch jobs
Work closely with the internal & external teams
Participate in new systems implementation and maintain and support existing applications to align systems with business objectives, and to ensure deliverables are within scope, budget and schedule.
Work on improvements and/or provide proposals to address recurring issues, close monitoring gaps, and automate/reduce manual work
Involve in company’s ongoing projects, preparation and tracking of documentations and ensure tasks are completed by the given timeframe.
Ad-hoc task assigned by management.
Job Requirements:
Preferably Degree or higher in Information Technology / Computer Science / Computer Engineering, or equivalent qualifications.
Minimum 3 to 5 years of relevant experience, preferably in a multiple sites environment.
Experience in program development is essential.
Has good IT and problem-solving skills
Preferably with knowledge of supporting MS Dynamic 365, MS apps & services and SQL Server etc.
Demonstrate project management skills, goal-oriented, and possesses strong delivery/milestone focus.
Excellent interpersonal communication skills and stakeholder management skills, good collaborative team spirit, and a can-do attitude.",[Management Skills][Program Development][Microsoft Office][Microsoft Excel][Interpersonal Skills][Team Spirit][Administration][Information Technology][SQL][Project Management][SQL Server][Communication Skills][Team Player][Stakeholder Management][Excellent Interpersonal Communication Skills][Able To Work Independently]
"Are you a 5+ year IT Risk / Audit analyst looking to make critical impact through internal security controls at a global financial group?

This is your chance to spearhead IT Risk controls with our client, a robust, global energy-trading group valued at over $4bn USD.

You'll be:
Spearheading IT risk management across European, US, and Asian offices, ensuring robust controls and compliance.
Identifying and mitigating IT vulnerabilities, optimizing business processes and enhancing security.
Collaborating with commercial and functional teams, driving efficiency and continuous improvement.
Leading IT-related incident reviews, providing root cause analysis and implementing mitigating controls.
Compiling key risk indicator reports, ensuring consistency in internal control approach.
Coordinating policy updates and assist in internal and external audits, including J-Sox reporting.
You should have:
5+ years in IT risk management or IT audit, preferably in energy/commodities trading.
Extensive knowledge of technology domains, security concepts, and IT governance processes.
Experience in IT incident investigation and reporting.
Security and controls certification.
Proficiency in MS Office, data analytics tools, and application security frameworks.
You'll stand out with:
Familiarity with Sarbanes-Oxley/J-Sox reporting
If you meet the criteria above, and you're excited about making quantifiable impact at a global energy trading group, apply now. Reach Nikhil Senan at n.senan@gravitasgroup.com for immediate consideration (do include your updated resume). A short summary of your suitability for this role with also help your application.

IMPORTANT
This role is highly competitive, so apply now if you don't want to miss this opportunity.
We regret that only shortlisted candidates will be contacted.",[IT Security Policies][Application Security][IT audit reviews][IT Governance][Root Cause Analysis][IT Risk][Risk Management][Incident Investigation][IT Security Assessments][MS Office][Compliance][IT security system][IT Risk Management][IT Audit][Audits][Data Analytics][IT Security Best Practices][Audit]
"Job Responsibilities：
1. Responsible for the server development of the company's core functions and systems;
2. Responsible for business abstraction, technical solution design, and implementation of product business;

Job Requirements：
1. Computer, software, mathematics and other related majors, with more than 1 year of software development experience and more than half a year of blockchain related development experience;
2. Proficient in at least two mainstream development languages such as Java, C++, Go, Python;
3. Having a high enthusiasm and positive attitude towards blockchain technology, having a keen insight into new technologies, and possessing strong self motivation and learning ability;
4. Proficient in multi-threaded programming, familiar with JVM, familiar with common open-source distributed middleware, caching, message queues, etc., familiar with MySQL;
5. Understand conventional architectural design concepts, including but not limited to service-oriented, asynchronous, highly available, scalable, etc;
6. Have a strong sense of responsibility for software products, good communication skills and excellent teamwork skills.
7. Priority will be given to those with practical implementation experience in blockchain technology and experience in mining pool business;",[Hardware][RF][Mathematics][MySQL][Architectural Design][Wireless][Research and Development][Good Communication Skills][Python][Firmware][Java][Teamwork Skills][Technical Solution Design][Mining][Software Development][C++]
"Interested applicants are invited to apply directly at the NUS Career Portal.
Your application will be processes only if you apply via NUS Career Portal.

We regret that only shortlisted candidates will be notified.

Job Description
AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI).

The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform use-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore's AI efforts.

The candidate will join a team of AI scientists, apprentices, data and software engineers. With the team, he or she will experiment and build AI solutions that can help Singapore companies improve their businesses using AI. A more senior candidate is expected to provide technical leadership, engage stakeholders, mentor and guide junior engineers in the projects.

Duties and Responsibilities
Develop new and re-iterate on existing software and system applications using software engineering best practices and AI technologies
Perform the necessary data preparation and analysis, AI modelling, coding, testing, validation and deployment to ensure reliable and scalable AI solution
Collaborate with cross-functional teams within AI Products to design and resolve issues
Utilise problem-solving skills to address and resolve user issues, with a focus on empathy
Maintain code repository and documentation standards
Contribute to community engagement activities such as sharing via technical session meet-ups and article write-ups, and participating in discussion forums
Self-learn and experiment with new frameworks and technologies when necessary
Qualifications
1. Degree in computer science, machine learning, AI, and other relevant equivalent quantitative fields
2. Experience in writing production level code in Python and/or C++
3. Strong background in other programming languages, especially in web application development, will be advantageous
4. Experience in AI/Machine learning frameworks such as Tensorflow and Pytorch
5. Experience in using deployment tools such as Docker
6. Previous experience in deployment on cloud platforms (AWS/GCP/Azure) and/or edge devices will be advantageous
7. Previous working experience in Large Language Models will be advantageous
8. Previous working experience with Agile methodologies will be advantageous
9. Data story-telling, information visualisation/UX and technical writing skills",[TensorFlow][Machine Learning][Artificial Intelligence][Software Engineering][Agile Methodologies][PyTorch][Python][Docker][Web Application Development][C++]
"Reporting to the IT Manager, you will assist with the maintenance & support of .NET applications and MS Dynamics CRM.

Responsibilities
Change Request (CR) Management: Tracking and monitoring of CRs raised and conducting impact assessments, designing & implementing solutions and facilitating users in CR testing, and conducting training when necessary;
Service Request (SR) Management: Tracking and monitoring of SRs raised, assessing and implementing of SRs according to operating procedures, e.g. data patching requested by users;
Defect Management: Tracking of system defects reported by users by performing analysis and troubleshooting service to verify and confirm the cause of the problem; provide interim or workaround solutions when necessary to minimize disruption to operations and ensure prompt resolution to the defects reported and facilitate users in Problem Report (PR) testing;
Operations Support: Monitoring and executing scheduled events such as monthly jobs, financial year-end activities, interface testing, support of audit-related activities, responding to calls/ emails from users about issues/ queries with regard to .NET application and providing on-site support when necessary; supporting scheduled events such as system downtime; investigate and resolve functional and/or performance related and/or integration issues.
Prepare and submit a monthly progress report on the summary of the incidents raised and resolved, SR, and CR status updates to the IT Manager.
Review and update the relevant documentation.

Qualification

Bachelor's Degree in Computer Science, Engineering, or Equivalent. Relevant experience may substitute for the degree requirement on a year-for-year basis. Minimum three years of ASP .NET development experience in a technical role, with at least 3 full cycles ASP .NET implementations of comparable scale and complexity.

Knowledge and Skills

Knowledge of:
Web technology and development experience in ASP .NET MVC, .NET CORE, HTML, CSS, javascript, AJAX and jQuery, WIN forms;
Secure programming standards and ASP .NET programming best practices;
System testing methodology and analysis with experience in using the testing tool.
Demonstrated Skill in:
Project development in C# and Microsoft ASP .NET Framework 3.5/ 4.0 and ASP .NET MVC;
Database design and development in SQL Server, SQL Server Reporting Services, and Crystal reports.;
Coding using Visual Studio and integration with other .NET CRM applications;
Advanced MS Excel skills including the use of pivot tables.",[MVC][Troubleshooting][CSS][.NET][HTML][System Testing][JavaScript][SR][SQL][ASP][AJAX][SQL Server][Crystal Reports][Database Design][C#][Visual Studio]
"Conduct end-to-end Vulnerability Assessment and Penetration Testing (VAPT) on a wide range of systems, networks, and applications, spanning from SME to Enterprise level.
Perform thorough source code reviews to identify potential security vulnerabilities and weaknesses.
Conduct host configuration reviews to ensure systems are configured in alignment with industry best practices and security standards.
Lead security audits and assessments to identify security gaps and recommend actionable remediation strategies.
Provide expert security consulting, offering insights and guidance to clients on improving their overall security posture.
Assess risks associated with identified vulnerabilities and prioritize them based on potential impact and likelihood.
Collaborate with cross-functional teams to develop and implement risk management strategies.
Stay current with the latest security trends, threats, and vulnerabilities to continuously enhance testing methodologies and risk assessment techniques.
Create detailed technical reports and documentation outlining identified vulnerabilities, potential impact, risk assessment findings, and recommended remediation steps.
Participate in client meetings to explain findings, address concerns, and provide recommendations for improving overall security and risk management practices.
Qualifications:
Bachelor’s degree in Computer Science, Information Security, or related field (or equivalent work experience).
Industry-recognized certifications such as OSCP, CREST Certified Tester (CCT), or equivalent.
Extensive experience of at least 3-5 years in performing Vulnerability Assessment and Penetration Testing (VAPT) across diverse environments, from SME to Enterprise.
Proven expertise in conducting source code reviews, host configuration reviews, security audits, consulting assessments, and risk management.
Proficiency in using a variety of security testing tools and frameworks.
Strong understanding of common security vulnerabilities, attack vectors, and mitigation strategies.
Excellent written and verbal communication skills, with the ability to convey complex technical concepts to both technical and non-technical audiences.
Ability to work independently, manage multiple projects simultaneously, and meet tight deadlines.
Strong problem-solving skills and attention to detail.
A commitment to staying up to date with the evolving cybersecurity landscape.",[Information Security][Security Audits][Remediation][Risk Assessment][Ability To Work Independently][Agile][Risk Management][Penetration Testing][Attention to Detail][Consulting][Vulnerability Assessment]
"PRODUCT AREA
The Go-to-Market Operations (GtM) team ensures Google's complex and ever-evolving Ads business runs smoothly. We are instrumental in setting go-to-market strategy, and ensuring flawless execution and operations against the strategy. We have teams embedded in each of the major Ads business areas as well as global teams that work across the business areas. Team members are analytical and strategic, with a pragmatic sense of how to get things done.
JOB DESCRIPTION
As part of the Country Go-To-Market team, this role involves working closely with senior Large Customer Sales (LCS) leadership in Vietnam to enable sales teams to deliver customer success, while driving higher growth and productivity for the long term. As a Country Strategy and Operations Lead, you will act as a key business partner to the Country Manager, partnering with them to increase business, enable promoters to execute effectively, and remove roadblocks where needed.

Qualifications
JOB RESPONSIBILITIES
Play a key role in developing annual plans, and lead the governance to ensure successful execution and progress (e.g. setting OKRs, leading QBRs, opportunity sizing and strategic deep dives).
Develop competitive and marketplace intelligence and insights to help drive customer centricity insights and promoter enablement programs.
Support Country Manager in portfolio strategy and decision-making relating to channel management as well as lead strategic organization design, resource scenario planning and stewardship and challenge local leadership and the status quo where business improvements can be made.
Establish strong business cadences that bring local leadership together to discuss key strategic priorities and operational best practices (e.g., account planning, pipeline development and activation).
Drive program management of critical license to operate projects such as Vietnam Office opening project.
MINIMUM QUALIFICATIONS
Bachelor's degree or equivalent practical experience.
8 years of experience in Strategy or Operations.
Experience in project management and execution.
PREFERRED QUALIFICATIONS
Knowledge of digital ads ecosystem, Google’s business, and Vietnam market.
Ability to collaborate with ideas, energy, determination, and a passion for the Internet who can work with people from a broad range of backgrounds.
Ability to grow and exercise judgment in a fast-moving and ambiguous environment.
Ability to be comfortable using business intelligence and dashboards (Connect Sales) and analyzing large data sets.
Excellent communication skills with great people management and presentation skills with the ability to write well and convey complex issues clearly.",[Account Planning][Excellent Communication Skills][Sales][Leadership][Business Intelligence][Operations][Customer Success][Channel][Strategy][Go-to-market Strategy][Program Management][Project Management][People Management]
"Job Summary
Within APAC region , you work as System Analyst and Support Engineer on hELIOS product which is a strategic platform used globally by L&H markets to manage Life Individual business, but also on regional systems used by specific markets (China, North Asia, ANZ ..) and contribute to their upgrade or transition to hELIOS.
You collect and assess local business needs, produce system specifications and testing, in the respect of IT and security policies. You protype when needed part of the process or the system. You coordinate people and processes to deliver project(s) on time with the desired outcomes aligned to objectives.
You ensure level 2 support on SCOR global applications used locally in APAC (specially hELIOS) and work closely with global teams to support local users.
You have an active role in the incident management process (functional troubleshooting, workaround, remediation, communication) and in continuously improving the quality of the product.
You also act as a point of liaison between the project team, the local users and chapters / SMEs. You plan, monitor and regularly report to stakeholders on the progress of the project.
The Tech & Data organization is an Agile matricial organization relying on 4 pillars:
Data and System Engineering, made of the following teams : Data Center of Excellence, Products and Systems Engineering and Enterprise Architecture
Management & Control (M&C) & Corporate Systems, made of teams supporting Crews and Transversal Functional Domains: Governance, T&D Operating Model Implementation, Security & Compliance, Financial Control, Sourcing & Vendor Management, Governance, and Processes
Technical, made of teams dedicated to IT Operations, Network, Cloud, Workplace & Cloud Productivity Services
Crews and Transversal Functional Domains
Crews are supported by Chapters (System Engineering, Architecture, DevOps, …) and both Technical and M&C-C teams are fully dedicated to the delivery of SCOR products, services and support.

Key duties and responsibilities
Support discussions with APAC stakeholders to understand business needs and user requirements, across various departments
Support requirements analysis and produce specifications for impacted systems
Contribute to the design and testing of automated and digitalized processes
Work closely with development teams to ensure deliveries matching the requirements
Participate in the evaluation and testing of hardware and software platforms
Adopt Agile delivery methodologies to speed up user feedback cycles and E2E delivery timelines
Identify ways to improve performance and robustness
Write documentation for internal and external users
Diagnose and troubleshoot technical problems (functional / performance related)
Provide regular and effective progress updates to ensure the management of any delivery risks or issues
Participate in reviews and meetings and provide updates on project progress
Work closely with relevant teams internally to ensure alignment and coordination across operations
Ensure the support Level 2 for APAC users on group applications, specially during APAC morning hours (hELIOS)
Raise APAC issues in Servicenow ticketing tool with all needed informations by development teams to analyse & investigate
Required experience & competencies
Proven experience in leading and managing the delivery of system/software development projects in a structured environment
Understand/exposed to a variety of software development approaches and methodologies including Agile and Waterfall
Experience in both architecture and implementation-level software design
Good academic track record in relevant fields (Computing, process-engineering or engineering) – or equivalent courses that exhibits training in logical and process-oriented thinking
Able to influence and drive projects to meet key milestones and overcome challenges
A desire to remain technically capable and an expert in current technologies
Ability to work in a team and/or be an effective individual contributor
Used to working in a cross-cultural environment
Fluent English skills (oral & written)
Experience
Minimum 5 years’ experience as a business analyst or IT business systems analyst
Technical Skills
Knowledge of IT processes
Knowledge of Business Process Digitalization is a plus
Soft skills
Excellent analytical skills and attention to details
Taste for technology and innovation
Customer focus
Self-motivation
Teamwork",[Troubleshooting][Analytical Skills][Hardware][Agile][Soft Skills][Architecture Management][Vendor Management][Requirements Analysis][Enterprise Architecture][Business Process][Business Analyst][ServiceNow][Systems Engineering][Software Development]
"About TikTok
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.
Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.
About the Team
The TikTok Money Platform is responsible for providing a one-stop solution for financial matters across various monetization scenarios of TikTok. Its core functions include handling global financial compliance, taxation compliance, and financial regulations that are essential for monetization. Simultaneously, as a specialized team in financial compliance, it oversees the development and operation of solutions related to financial compliance. With the acceleration of monetization demands across TikTok's various business lines and its global operational scope, the capabilities related to financial matters need to be continuously expanded.
We are seeking a highly skilled and experienced Global Solution Expert in payment-related fields to join our team. As the Global Solution Expert, you will be responsible for providing expertise and guidance on payment solutions, strategies, and technologies to support our global operations. You will collaborate with cross-functional teams, including sales, product management, and technology, to develop and implement effective solutions that meet the needs of our diverse customer base.
Responsibilities:
- Serve as the subject matter expert on global payment solutions, including payment methods, platforms, processors, and regulatory requirements across various regions and markets.
- Conduct research and analysis of the global payment landscape, staying up to date with emerging trends, technologies, and industry best practices.Identify and evaluate payment solution providers and partners to ensure we have access to the most efficient and cost-effective payment infrastructure.
- Collaborate with internal teams to define and execute the global payment strategy, ensuring alignment with business objectives and customer needs.
- Work closely with product management teams to develop and enhance payment products and features, considering market trends, customer feedback, and competitive analysis, with engineer teams to integrate and optimize payment solutions within our systems, ensuring secure and seamless transaction processing.
- Stay up to date with regulatory requirements related to global payments, including data privacy, anti-money laundering (AML), and fraud prevention, ensuring compliance with our payment operations.
- Support the implementation and onboarding of new clients onto our payment solutions, providing technical expertise, guidance, and troubleshooting assistance. Provide training and educational materials to internal stakeholders, product teams, and customer support teams on global payment solutions, processes, and best practices.
Qualifications:
- Bachelor's degree in a relevant field such as Business, Finance, or Technology. A master's degree or relevant certifications are a plus.
- Strong knowledge and proven experience in global payment methods, processors, acquirers, gateways, and regulatory frameworks, product management, consulting, or business development field.
- Familiarity with payment technologies and platforms, including mobile payments, e-commerce, IAP systems, and alternative payment methods. Up-to-date knowledge of global payment industry trends, emerging technologies, regulatory changes, and understanding of fraud prevention, risk management, and compliance in payment operations.
- Excellent analytical and problem-solving skills, with the ability to assess complex payment requirements and develop tailored solutions.
- Strong communication and presentation skills, with the ability to articulate technical concepts to both technical and non-technical audiences, to build and maintain relationships with internal stakeholders, clients, and industry partners.
- Strong project management skills, with the ability to prioritize tasks, manage timelines, and deliver results in a fast-paced environment.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",[Taxation][Competitive Analysis][Management Skills][Transaction Processing][Management Consulting][Customer Support][Relationship Management][Risk Management][Educational Materials][Fraud][Communication Skills][Presentation Skills][Monetization][Prevention][Articulate][Regulatory Requirements][Ability to Prioritize][Business Requirements]
